Id_share-of-the-population-with-access-to-electricity,Id_Entity,Code,Year,AccessToElectricity(%Population),Outlier_AccessToElectricity(%Population)
3284,145,Sin Informacion,2006,69.45668029785156,1
3285,145,Sin Informacion,2007,70.69927215576172,1
3286,145,Sin Informacion,2008,72.31135559082031,1
3287,145,Sin Informacion,2009,73.51859283447266,1
3288,145,Sin Informacion,2010,74.0483169555664,1
3289,145,Sin Informacion,2011,71.60906219482422,1
3290,145,Sin Informacion,2012,77.28462982177734,1
3291,145,Sin Informacion,2013,78.46552276611328,1
3292,145,Sin Informacion,2014,79.33007049560547,1
3293,145,Sin Informacion,2015,82.07479095458984,1
3294,145,Sin Informacion,2016,83.63508605957031,1
3295,145,Sin Informacion,2017,85.5907211303711,1
3296,145,Sin Informacion,2018,87.76703643798828,1
3297,145,Sin Informacion,2019,88.78715515136719,1
3298,145,Sin Informacion,2020,89.84380340576172,1
3299,146,LUX,1990,100.0,1
3300,146,LUX,1991,100.0,1
3301,146,LUX,1992,100.0,1
3302,146,LUX,1993,100.0,1
3303,146,LUX,1994,100.0,1
3304,146,LUX,1995,100.0,1
3305,146,LUX,1996,100.0,1
3306,146,LUX,1997,100.0,1
3307,146,LUX,1998,100.0,1
3308,146,LUX,1999,100.0,1
3309,146,LUX,2000,100.0,1
3310,146,LUX,2001,100.0,1
3311,146,LUX,2002,100.0,1
3312,146,LUX,2003,100.0,1
3313,146,LUX,2004,100.0,1
3314,146,LUX,2005,100.0,1
3315,146,LUX,2006,100.0,1
3316,146,LUX,2007,100.0,1
3317,146,LUX,2008,100.0,1
3318,146,LUX,2009,100.0,1
3319,146,LUX,2010,100.0,1
3320,146,LUX,2011,100.0,1
3321,146,LUX,2012,100.0,1
3322,146,LUX,2013,100.0,1
3323,146,LUX,2014,100.0,1
3324,146,LUX,2015,100.0,1
3325,146,LUX,2016,100.0,1
3326,146,LUX,2017,100.0,1
3327,146,LUX,2018,100.0,1
3328,146,LUX,2019,100.0,1
3329,146,LUX,2020,100.0,1
3330,147,MAC,1990,99.84928131103516,1
3331,147,MAC,1991,99.88058471679688,1
3332,147,MAC,1992,99.91143035888672,1
3333,147,MAC,1993,99.94161987304688,1
3334,147,MAC,1994,100.0,1
3335,147,MAC,1995,100.0,1
3336,147,MAC,1996,100.0,1
3337,147,MAC,1997,100.0,1
3338,147,MAC,1998,100.0,1
3339,147,MAC,1999,100.0,1
3340,147,MAC,2000,100.0,1
3341,147,MAC,2001,100.0,1
3342,147,MAC,2002,100.0,1
3343,147,MAC,2003,100.0,1
3344,147,MAC,2004,100.0,1
3345,147,MAC,2005,100.0,1
3346,147,MAC,2006,100.0,1
3347,147,MAC,2007,100.0,1
3348,147,MAC,2008,100.0,1
3349,147,MAC,2009,100.0,1
3350,147,MAC,2010,100.0,1
3351,147,MAC,2011,100.0,1
3352,147,MAC,2012,100.0,1
3353,147,MAC,2013,100.0,1
3354,147,MAC,2014,100.0,1
3355,147,MAC,2015,100.0,1
3356,147,MAC,2016,100.0,1
3357,147,MAC,2017,100.0,1
3358,147,MAC,2018,100.0,1
3359,147,MAC,2019,100.0,1
3360,147,MAC,2020,100.0,1
3361,148,MDG,1992,9.199999809265137,0
3362,148,MDG,1993,10.105623245239258,0
3363,148,MDG,1994,10.56164836883545,0
3364,148,MDG,1995,11.015634536743164,0
3365,148,MDG,1996,11.466900825500488,0
3366,148,MDG,1997,10.899999618530272,0
3367,148,MDG,1998,12.35855484008789,0
3368,148,MDG,1999,12.797500610351562,0
3369,148,MDG,2000,12.72418975830078,0
3370,148,MDG,2001,14.800000190734863,0
3371,148,MDG,2002,14.046575546264648,0
3372,148,MDG,2003,20.299999237060547,0
3373,148,MDG,2004,15.348018646240234,0
3374,148,MDG,2005,15.996761322021484,0
3375,148,MDG,2006,16.647375106811523,0
3376,148,MDG,2007,17.30251121520996,0
3377,148,MDG,2008,17.964879989624023,0
3378,148,MDG,2009,17.399999618530273,0
3379,148,MDG,2010,12.300000190734863,0
3380,148,MDG,2011,14.300000190734863,0
3381,148,MDG,2012,18.700000762939453,0
3382,148,MDG,2013,12.899999618530272,0
3383,148,MDG,2014,22.23507308959961,0
3384,148,MDG,2015,23.00593376159668,0
3385,148,MDG,2016,22.899999618530277,0
3386,148,MDG,2017,24.100000381469727,0
3387,148,MDG,2018,36.5,1
3388,148,MDG,2019,31.040000915527344,1
3389,148,MDG,2020,33.735076904296875,1
3390,149,MWI,1992,3.200000047683716,0
3391,149,MWI,1993,1.5535558462142944,0
3392,149,MWI,1994,2.0136613845825195,0
3393,149,MWI,1995,2.471727132797241,0
3394,149,MWI,1996,2.9270734786987305,0
3395,149,MWI,1997,3.3790202140808105,0
3396,149,MWI,1998,3.826887607574463,0
3397,149,MWI,1999,4.2699127197265625,0
3398,149,MWI,2000,4.800000190734863,0
3399,149,MWI,2001,5.139520168304443,0
3400,149,MWI,2002,5.534159660339356,0
3401,149,MWI,2003,6.199999809265137,0
3402,149,MWI,2004,6.900000095367432,0
3403,149,MWI,2005,6.696063041687012,0
3404,149,MWI,2006,3.6532273292541504,0
3405,149,MWI,2007,7.476292133331299,0
3406,149,MWI,2008,7.875898361206055,0
3407,149,MWI,2009,8.285444259643555,0
3408,149,MWI,2010,8.699999809265137,0
3409,149,MWI,2011,7.599999904632568,0
3410,149,MWI,2012,7.400000095367432,0
3411,149,MWI,2013,9.0,0
3412,149,MWI,2014,11.899999618530272,0
3413,149,MWI,2015,10.800000190734863,0
3414,149,MWI,2016,11.0,0
3415,149,MWI,2017,12.699999809265137,0
3416,149,MWI,2018,18.020000457763672,0
3417,149,MWI,2019,11.199999809265137,0
3418,149,MWI,2020,14.866768836975098,0
3419,150,MYS,2000,99.10397338867188,1
3420,150,MYS,2001,99.12567138671876,1
3421,150,MYS,2002,99.13978576660156,1
3422,150,MYS,2003,99.1486587524414,1
3423,150,MYS,2004,99.15465545654295,1
3424,150,MYS,2005,99.1601104736328,1
3425,150,MYS,2006,99.1674346923828,1
3426,150,MYS,2007,99.17928314208984,1
3427,150,MYS,2008,99.1983642578125,1
3428,150,MYS,2009,99.3000030517578,1
3429,150,MYS,2010,99.37405395507812,1
3430,150,MYS,2011,99.46546936035156,1
3431,150,MYS,2012,99.8000030517578,1
3432,150,MYS,2013,99.6044464111328,1
3433,150,MYS,2014,99.65093994140624,1
3434,150,MYS,2015,99.77881622314452,1
3435,150,MYS,2016,99.9000015258789,1
3436,150,MYS,2017,99.95248413085938,1
3437,150,MYS,2018,99.99224090576172,1
3438,150,MYS,2019,100.0,1
3439,150,MYS,2020,100.0,1
3440,151,MDV,2000,83.80000305175781,1
3441,151,MDV,2001,87.48628997802734,1
3442,151,MDV,2002,88.35749816894531,1
3443,151,MDV,2003,89.22346496582031,1
3444,151,MDV,2004,90.0865478515625,1
3445,151,MDV,2005,90.94908905029295,1
3446,151,MDV,2006,91.81350708007812,1
3447,151,MDV,2007,92.68244934082033,1
3448,151,MDV,2008,93.55862426757812,1
3449,151,MDV,2009,99.9000015258789,1
3450,151,MDV,2010,99.1568603515625,1
3451,151,MDV,2011,99.27725219726562,1
3452,151,MDV,2012,99.3866729736328,1
3453,151,MDV,2013,99.4741668701172,1
3454,151,MDV,2014,100.0,1
3455,151,MDV,2015,99.70647430419922,1
3456,151,MDV,2016,100.0,1
3457,151,MDV,2017,99.8000030517578,1
3458,151,MDV,2018,100.0,1
3459,151,MDV,2019,100.0,1
3460,151,MDV,2020,100.0,1
3461,152,MLI,1996,6.199999809265137,0
3462,152,MLI,1997,4.288540840148926,0
3463,152,MLI,1998,6.066863536834717,0
3464,152,MLI,1999,7.840343952178955,0
3465,152,MLI,2000,9.593199729919434,0
3466,152,MLI,2001,10.800000190734863,0
3467,152,MLI,2002,13.059764862060549,0
3468,152,MLI,2003,14.784019470214844,0
3469,152,MLI,2004,16.505388259887695,0
3470,152,MLI,2005,18.226219177246094,0
3471,152,MLI,2006,16.600000381469727,0
3472,152,MLI,2007,21.67615127563477,0
3473,152,MLI,2008,23.410606384277344,0
3474,152,MLI,2009,24.030895233154297,0
3475,152,MLI,2010,26.912050247192383,0
3476,152,MLI,2011,28.6844539642334,1
3477,152,MLI,2012,25.600000381469727,0
3478,152,MLI,2013,32.28522872924805,1
3479,152,MLI,2014,34.113338470458984,1
3480,152,MLI,2015,37.59999847412109,1
3481,152,MLI,2016,38.78982162475586,1
3482,152,MLI,2017,34.779998779296875,1
3483,152,MLI,2018,50.900001525878906,1
3484,152,MLI,2019,47.83627700805664,1
3485,152,MLI,2020,50.56141662597656,1
3486,153,MLT,1990,100.0,1
3487,153,MLT,1991,100.0,1
3488,153,MLT,1992,100.0,1
3489,153,MLT,1993,100.0,1
3490,153,MLT,1994,100.0,1
3491,153,MLT,1995,100.0,1
3492,153,MLT,1996,100.0,1
3493,153,MLT,1997,100.0,1
3494,153,MLT,1998,100.0,1
3495,153,MLT,1999,100.0,1
3496,153,MLT,2000,100.0,1
3497,153,MLT,2001,100.0,1
3498,153,MLT,2002,100.0,1
3499,153,MLT,2003,100.0,1
3500,153,MLT,2004,100.0,1
3501,153,MLT,2005,100.0,1
3502,153,MLT,2006,100.0,1
3503,153,MLT,2007,100.0,1
3504,153,MLT,2008,100.0,1
3505,153,MLT,2009,100.0,1
3506,153,MLT,2010,100.0,1
3507,153,MLT,2011,100.0,1
3508,153,MLT,2012,100.0,1
3509,153,MLT,2013,100.0,1
3510,153,MLT,2014,100.0,1
3511,153,MLT,2015,100.0,1
3512,153,MLT,2016,100.0,1
3513,153,MLT,2017,100.0,1
3514,153,MLT,2018,100.0,1
3515,153,MLT,2019,100.0,1
3516,153,MLT,2020,100.0,1
3517,326,MHL,1999,68.52423858642578,1
3518,326,MHL,2000,68.47797393798828,1
3519,326,MHL,2001,69.96432495117188,1
3520,326,MHL,2002,71.4430923461914,1
3521,326,MHL,2003,72.9166259765625,1
3522,326,MHL,2004,74.38727569580078,1
3523,326,MHL,2005,75.85738372802734,1
3524,326,MHL,2006,77.3293685913086,1
3525,326,MHL,2007,72.30000305175781,1
3526,326,MHL,2008,80.28961181640625,1
3527,326,MHL,2009,81.78327941894531,1
3528,326,MHL,2010,89.23388671875,1
3529,326,MHL,2011,89.91960906982422,1
3530,326,MHL,2012,90.56080627441406,1
3531,326,MHL,2013,91.19685363769533,1
3532,326,MHL,2014,91.82087707519533,1
3533,326,MHL,2015,92.52627563476562,1
3534,326,MHL,2016,93.36882781982422,1
3535,326,MHL,2017,94.29734802246094,1
3536,326,MHL,2018,95.91629028320312,1
3537,326,MHL,2019,97.53820037841795,1
3538,326,MHL,2020,99.16060638427734,1
3539,155,MRT,2000,18.746131896972656,0
3540,155,MRT,2001,22.200000762939453,0
3541,155,MRT,2002,21.503219604492188,0
3542,155,MRT,2003,22.87273406982422,0
3543,155,MRT,2004,24.23936462402344,0
3544,155,MRT,2005,18.200000762939453,0
3545,155,MRT,2006,26.97342300415039,0
3546,155,MRT,2007,33.0405387878418,1
3547,155,MRT,2008,30.0,1
3548,155,MRT,2009,31.11528587341309,1
3549,155,MRT,2010,33.95951461791992,1
3550,155,MRT,2011,35.16632080078125,1
3551,155,MRT,2012,36.36215972900391,1
3552,155,MRT,2013,37.53606414794922,1
3553,155,MRT,2014,38.79999923706055,1
3554,155,MRT,2015,39.5,1
3555,155,MRT,2016,41.32161712646485,1
3556,155,MRT,2017,42.900001525878906,1
3557,155,MRT,2018,44.312137603759766,1
3558,155,MRT,2019,45.83003234863281,1
3559,155,MRT,2020,47.348419189453125,1
3560,156,MUS,1990,99.04156494140624,1
3561,156,MUS,1991,99.0706787109375,1
3562,156,MUS,1992,99.09967803955078,1
3563,156,MUS,1993,99.12800598144533,1
3564,156,MUS,1994,99.15496826171876,1
3565,156,MUS,1995,99.1798858642578,1
3566,156,MUS,1996,99.20209503173828,1
3567,156,MUS,1997,99.22089385986328,1
3568,156,MUS,1998,99.2356185913086,1
3569,156,MUS,1999,99.2455062866211,1
3570,156,MUS,2000,99.0,1
3571,156,MUS,2001,99.26472473144533,1
3572,156,MUS,2002,99.4000015258789,1
3573,156,MUS,2003,99.18551635742188,1
3574,156,MUS,2004,99.14041137695312,1
3575,156,MUS,2005,99.09476470947266,1
3576,156,MUS,2006,99.05098724365234,1
3577,156,MUS,2007,99.0117416381836,1
3578,156,MUS,2008,98.97972106933594,1
3579,156,MUS,2009,98.95763397216795,1
3580,156,MUS,2010,99.69000244140624,1
3581,156,MUS,2011,99.5999984741211,1
3582,156,MUS,2012,99.56861877441406,1
3583,156,MUS,2013,99.48050689697266,1
3584,156,MUS,2014,99.38037109375,1
3585,156,MUS,2015,99.36161041259766,1
3586,156,MUS,2016,99.48001098632812,1
3587,156,MUS,2017,99.61000061035156,1
3588,156,MUS,2018,99.44884490966795,1
3589,156,MUS,2019,100.0,1
3590,156,MUS,2020,99.66165161132812,1
3591,157,MEX,1992,93.14598083496094,1
3592,157,MEX,1993,95.4484634399414,1
3593,157,MEX,1994,95.23829650878906,1
3594,157,MEX,1995,95.89446258544922,1
3595,157,MEX,1996,96.09362030029295,1
3596,157,MEX,1997,96.32958221435548,1
3597,157,MEX,1998,96.09275817871094,1
3598,157,MEX,1999,96.74829864501952,1
3599,157,MEX,2000,98.00713348388672,1
3600,157,MEX,2001,97.13832092285156,1
3601,157,MEX,2002,97.89708709716795,1
3602,157,MEX,2003,97.4008560180664,1
3603,157,MEX,2004,98.5977020263672,1
3604,157,MEX,2005,98.93273162841795,1
3605,157,MEX,2006,99.1141586303711,1
3606,157,MEX,2007,97.91056823730467,1
3607,157,MEX,2008,98.9140396118164,1
3608,157,MEX,2009,98.19821166992188,1
3609,157,MEX,2010,99.2366943359375,1
3610,157,MEX,2011,99.02815246582033,1
3611,157,MEX,2012,99.11163330078124,1
3612,157,MEX,2013,99.14769744873048,1
3613,157,MEX,2014,99.17292785644533,1
3614,157,MEX,2015,99.0,1
3615,157,MEX,2016,99.5,1
3616,157,MEX,2017,100.0,1
3617,157,MEX,2018,99.5,1
3618,157,MEX,2019,99.5999984741211,1
3619,157,MEX,2020,99.4000015258789,1
3620,158,FSM,2000,46.0,1
3621,158,FSM,2001,48.33746719360352,1
3622,158,FSM,2002,50.10003280639648,1
3623,158,FSM,2003,51.857364654541016,1
3624,158,FSM,2004,53.61180877685547,1
3625,158,FSM,2005,55.365718841552734,1
3626,158,FSM,2006,57.12149810791016,1
3627,158,FSM,2007,58.88180160522461,1
3628,158,FSM,2008,60.64933395385742,1
3629,158,FSM,2009,62.42680740356445,1
3630,158,FSM,2010,64.5315170288086,1
3631,158,FSM,2011,66.59398651123047,1
3632,158,FSM,2012,68.43236541748047,1
3633,158,FSM,2013,70.24881744384766,1
3634,158,FSM,2014,72.0532455444336,1
3635,158,FSM,2015,73.93905639648438,1
3636,158,FSM,2016,75.9620132446289,1
3637,158,FSM,2017,77.94390869140625,1
3638,158,FSM,2018,79.70291137695312,1
3639,158,FSM,2019,81.2767333984375,1
3640,158,FSM,2020,82.92591857910156,1
3641,327,Sin Informacion,2000,92.5162582397461,1
3642,327,Sin Informacion,2001,92.72681427001952,1
3643,327,Sin Informacion,2002,92.65020751953124,1
3644,327,Sin Informacion,2003,93.48188018798828,1
3645,327,Sin Informacion,2004,93.41490173339844,1
3646,327,Sin Informacion,2005,94.04277801513672,1
3647,327,Sin Informacion,2006,95.95046997070312,1
3648,327,Sin Informacion,2007,94.23224639892578,1
3649,327,Sin Informacion,2008,94.80552673339844,1
3650,327,Sin Informacion,2009,94.90715026855467,1
3651,327,Sin Informacion,2010,95.74465942382812,1
3652,327,Sin Informacion,2011,95.79776763916016,1
3653,327,Sin Informacion,2012,95.3840789794922,1
3654,327,Sin Informacion,2013,97.07772064208984,1
3655,327,Sin Informacion,2014,96.07405090332033,1
3656,327,Sin Informacion,2015,96.52193450927734,1
3657,327,Sin Informacion,2016,96.8282699584961,1
3658,327,Sin Informacion,2017,97.6873779296875,1
3659,327,Sin Informacion,2018,96.28305053710938,1
3660,327,Sin Informacion,2019,97.23085021972656,1
3661,327,Sin Informacion,2020,97.3559341430664,1
3662,328,Sin Informacion,2000,77.96448516845703,1
3663,328,Sin Informacion,2001,77.5653076171875,1
3664,328,Sin Informacion,2002,79.54721069335938,1
3665,328,Sin Informacion,2003,80.3189697265625,1
3666,328,Sin Informacion,2004,80.62858581542969,1
3667,328,Sin Informacion,2005,81.40824890136719,1
3668,328,Sin Informacion,2006,82.35165405273438,1
3669,328,Sin Informacion,2007,82.98796844482422,1
3670,328,Sin Informacion,2008,83.9468994140625,1
3671,328,Sin Informacion,2009,84.68050384521484,1
3672,328,Sin Informacion,2010,85.11302185058594,1
3673,328,Sin Informacion,2011,83.775634765625,1
3674,328,Sin Informacion,2012,86.96517944335938,1
3675,328,Sin Informacion,2013,87.61515045166016,1
3676,328,Sin Informacion,2014,88.08133697509766,1
3677,328,Sin Informacion,2015,89.48387908935547,1
3678,328,Sin Informacion,2016,90.4532699584961,1
3679,328,Sin Informacion,2017,91.5672378540039,1
3680,328,Sin Informacion,2018,92.75700378417967,1
3681,328,Sin Informacion,2019,93.34598541259766,1
3682,328,Sin Informacion,2020,93.95012664794922,1
3683,164,MDA,1990,100.0,1
3684,164,MDA,1991,100.0,1
3685,164,MDA,1992,100.0,1
3686,164,MDA,1993,100.0,1
3687,164,MDA,1994,100.0,1
3688,164,MDA,1995,100.0,1
3689,164,MDA,1996,100.0,1
3690,164,MDA,1997,100.0,1
3691,164,MDA,1998,100.0,1
3692,164,MDA,1999,100.0,1
3693,164,MDA,2000,100.0,1
3694,164,MDA,2001,100.0,1
3695,164,MDA,2002,99.0,1
3696,164,MDA,2003,100.0,1
3697,164,MDA,2004,99.0999984741211,1
3698,164,MDA,2005,98.5999984741211,1
3699,164,MDA,2006,100.0,1
3700,164,MDA,2007,100.0,1
3701,164,MDA,2008,100.0,1
3702,164,MDA,2009,100.0,1
3703,164,MDA,2010,100.0,1
3704,164,MDA,2011,100.0,1
3705,164,MDA,2012,100.0,1
3706,164,MDA,2013,100.0,1
3707,164,MDA,2014,100.0,1
3708,164,MDA,2015,100.0,1
3709,164,MDA,2016,100.0,1
3710,164,MDA,2017,99.9800033569336,1
3711,164,MDA,2018,99.98999786376952,1
3712,164,MDA,2019,100.0,1
3713,164,MDA,2020,100.0,1
3714,329,MCO,1990,100.0,1
3715,329,MCO,1991,100.0,1
3716,329,MCO,1992,100.0,1
3717,329,MCO,1993,100.0,1
3718,329,MCO,1994,100.0,1
3719,329,MCO,1995,100.0,1
3720,329,MCO,1996,100.0,1
3721,329,MCO,1997,100.0,1
3722,329,MCO,1998,100.0,1
3723,329,MCO,1999,100.0,1
3724,329,MCO,2000,100.0,1
3725,329,MCO,2001,100.0,1
3726,329,MCO,2002,100.0,1
3727,329,MCO,2003,100.0,1
3728,329,MCO,2004,100.0,1
3729,329,MCO,2005,100.0,1
3730,329,MCO,2006,100.0,1
3731,329,MCO,2007,100.0,1
3732,329,MCO,2008,100.0,1
3733,329,MCO,2009,100.0,1
3734,329,MCO,2010,100.0,1
3735,329,MCO,2011,100.0,1
3736,329,MCO,2012,100.0,1
3737,329,MCO,2013,100.0,1
3738,329,MCO,2014,100.0,1
3739,329,MCO,2015,100.0,1
3740,329,MCO,2016,100.0,1
3741,329,MCO,2017,100.0,1
3742,329,MCO,2018,100.0,1
3743,329,MCO,2019,100.0,1
3744,329,MCO,2020,100.0,1
3745,165,MNG,2000,67.30000305175781,1
3746,165,MNG,2001,71.07657623291016,1
3747,165,MNG,2002,72.28446960449219,1
3748,165,MNG,2003,76.30000305175781,1
3749,165,MNG,2004,74.6868896484375,1
3750,165,MNG,2005,86.19999694824219,1
3751,165,MNG,2006,77.08721923828125,1
3752,165,MNG,2007,78.2928466796875,1
3753,165,MNG,2008,79.50569915771484,1
3754,165,MNG,2009,80.72850036621094,1
3755,165,MNG,2010,78.50208282470703,1
3756,165,MNG,2011,72.05707550048828,1
3757,165,MNG,2012,84.48361206054688,1
3758,165,MNG,2013,81.19999694824219,1
3759,165,MNG,2014,87.07882690429688,1
3760,165,MNG,2015,88.40017700195312,1
3761,165,MNG,2016,89.83840942382812,1
3762,165,MNG,2017,92.51256561279295,1
3763,165,MNG,2018,98.0999984741211,1
3764,165,MNG,2019,97.22991180419922,1
3765,165,MNG,2020,98.0999984741211,1
3766,166,MNE,1990,100.0,1
3767,166,MNE,1991,100.0,1
3768,166,MNE,1992,100.0,1
3769,166,MNE,1993,100.0,1
3770,166,MNE,1994,100.0,1
3771,166,MNE,1995,100.0,1
3772,166,MNE,1996,100.0,1
3773,166,MNE,1997,100.0,1
3774,166,MNE,1998,100.0,1
3775,166,MNE,1999,100.0,1
3776,166,MNE,2000,100.0,1
3777,166,MNE,2001,100.0,1
3778,166,MNE,2002,100.0,1
3779,166,MNE,2003,100.0,1
3780,166,MNE,2004,100.0,1
3781,166,MNE,2005,99.8302230834961,1
3782,166,MNE,2006,100.0,1
3783,166,MNE,2007,100.0,1
3784,166,MNE,2008,100.0,1
3785,166,MNE,2009,100.0,1
3786,166,MNE,2010,100.0,1
3787,166,MNE,2011,99.0,1
3788,166,MNE,2012,100.0,1
3789,166,MNE,2013,99.6999969482422,1
3790,166,MNE,2014,97.6999969482422,1
3791,166,MNE,2015,100.0,1
3792,166,MNE,2016,100.0,1
3793,166,MNE,2017,100.0,1
3794,166,MNE,2018,100.0,1
3795,166,MNE,2019,100.0,1
3796,166,MNE,2020,100.0,1
3797,168,MAR,1992,49.20000076293945,1
3798,168,MAR,1993,56.77265167236328,1
3799,168,MAR,1994,58.6088981628418,1
3800,168,MAR,1995,56.5,1
3801,168,MAR,1996,62.27459335327149,1
3802,168,MAR,1997,64.1026840209961,1
3803,168,MAR,1998,65.92668914794922,1
3804,168,MAR,1999,67.74585723876953,1
3805,168,MAR,2000,69.5673828125,1
3806,168,MAR,2001,71.347900390625,1
3807,168,MAR,2002,73.12083435058594,1
3808,168,MAR,2003,74.8885269165039,1
3809,168,MAR,2004,78.19999694824219,1
3810,168,MAR,2005,78.41761779785156,1
3811,168,MAR,2006,96.5,1
3812,168,MAR,2007,81.95442962646484,1
3813,168,MAR,2008,83.73233032226562,1
3814,168,MAR,2009,85.5201644897461,1
3815,168,MAR,2010,92.67137908935548,1
3816,168,MAR,2011,93.4464340209961,1
3817,168,MAR,2012,94.21051788330078,1
3818,168,MAR,2013,97.1999969482422,1
3819,168,MAR,2014,91.5999984741211,1
3820,168,MAR,2015,97.3000030517578,1
3821,168,MAR,2016,97.8000030517578,1
3822,168,MAR,2017,100.0,1
3823,168,MAR,2018,98.0999984741211,1
3824,168,MAR,2019,99.5999984741211,1
3825,168,MAR,2020,100.0,1
3826,169,MOZ,1997,6.599999904632568,0
3827,169,MOZ,1998,3.663175582885742,0
3828,169,MOZ,1999,4.879123687744141,0
3829,169,MOZ,2000,6.096311092376709,0
3830,169,MOZ,2001,5.699999809265137,0
3831,169,MOZ,2002,8.443921089172363,0
3832,169,MOZ,2003,8.100000381469727,0
3833,169,MOZ,2004,10.770589828491213,0
3834,169,MOZ,2005,11.931944847106934,0
3835,169,MOZ,2006,13.095171928405762,0
3836,169,MOZ,2007,12.399999618530272,0
3837,169,MOZ,2008,13.571224212646484,0
3838,169,MOZ,2009,15.0,0
3839,169,MOZ,2010,18.802736282348636,0
3840,169,MOZ,2011,20.200000762939453,0
3841,169,MOZ,2012,21.232606887817383,0
3842,169,MOZ,2013,22.420127868652344,0
3843,169,MOZ,2014,24.799999237060547,0
3844,169,MOZ,2015,24.0,0
3845,169,MOZ,2016,26.24652099609375,0
3846,169,MOZ,2017,24.299999237060547,0
3847,169,MOZ,2018,31.100000381469727,1
3848,169,MOZ,2019,29.674449920654297,1
3849,169,MOZ,2020,30.603832244873047,1
3850,170,MMR,2000,41.83378982543945,1
3851,170,MMR,2001,42.94189834594727,1
3852,170,MMR,2002,47.0,1
3853,170,MMR,2003,45.13771438598633,1
3854,170,MMR,2004,46.23011779785156,1
3855,170,MMR,2005,47.32198333740234,1
3856,170,MMR,2006,48.41572189331055,1
3857,170,MMR,2007,49.51398468017578,1
3858,170,MMR,2008,50.619476318359375,1
3859,170,MMR,2009,51.73490905761719,1
3860,170,MMR,2010,48.79999923706055,1
3861,170,MMR,2011,54.00642776489258,1
3862,170,MMR,2012,55.16793441772461,1
3863,170,MMR,2013,56.34927368164063,1
3864,170,MMR,2014,52.0,1
3865,170,MMR,2015,60.5,1
3866,170,MMR,2016,55.59999847412109,1
3867,170,MMR,2017,69.81483459472656,1
3868,170,MMR,2018,66.22727966308594,1
3869,170,MMR,2019,68.35852813720703,1
3870,170,MMR,2020,70.3971939086914,1
3871,171,NAM,1992,26.399999618530277,0
3872,171,NAM,1993,27.0,0
3873,171,NAM,1994,28.932588577270508,1
3874,171,NAM,1995,29.9521484375,1
3875,171,NAM,1996,30.9689884185791,1
3876,171,NAM,1997,31.98242950439453,1
3877,171,NAM,1998,32.991790771484375,1
3878,171,NAM,1999,33.99631118774414,1
3879,171,NAM,2000,36.5,1
3880,171,NAM,2001,35.96686172485352,1
3881,171,NAM,2002,36.92547607421875,1
3882,171,NAM,2003,37.87885284423828,1
3883,171,NAM,2004,38.82934188842773,1
3884,171,NAM,2005,39.779296875,1
3885,171,NAM,2006,40.73112487792969,1
3886,171,NAM,2007,43.70000076293945,1
3887,171,NAM,2008,42.65105056762695,1
3888,171,NAM,2009,44.09999847412109,1
3889,171,NAM,2010,44.61073684692383,1
3890,171,NAM,2011,42.29999923706055,1
3891,171,NAM,2012,46.6318588256836,1
3892,171,NAM,2013,47.400001525878906,1
3893,171,NAM,2014,48.728515625,1
3894,171,NAM,2015,51.59999847412109,1
3895,171,NAM,2016,49.70000076293945,1
3896,171,NAM,2017,52.5,1
3897,171,NAM,2018,54.00289535522461,1
3898,171,NAM,2019,55.17708969116211,1
3899,171,NAM,2020,56.25869369506836,1
3900,172,NRU,1990,98.99908447265624,1
3901,172,NRU,1991,99.0413055419922,1
3902,172,NRU,1992,99.08341979980467,1
3903,172,NRU,1993,99.1248550415039,1
3904,172,NRU,1994,99.16492462158205,1
3905,172,NRU,1995,99.20295715332033,1
3906,172,NRU,1996,99.23826599121094,1
3907,172,NRU,1997,99.27017974853516,1
3908,172,NRU,1998,99.29801177978516,1
3909,172,NRU,1999,99.32100677490234,1
3910,172,NRU,2000,99.43708801269533,1
3911,172,NRU,2001,99.41563415527344,1
3912,172,NRU,2002,99.38658905029295,1
3913,172,NRU,2003,99.3523178100586,1
3914,172,NRU,2004,99.31515502929688,1
3915,172,NRU,2005,99.27745056152344,1
3916,172,NRU,2006,99.24163055419922,1
3917,172,NRU,2007,99.8000030517578,1
3918,172,NRU,2008,99.18624877929688,1
3919,172,NRU,2009,99.17211151123048,1
3920,172,NRU,2010,99.1706314086914,1
3921,172,NRU,2011,99.0,1
3922,172,NRU,2012,99.21644592285156,1
3923,172,NRU,2013,99.2682113647461,1
3924,172,NRU,2014,99.3377914428711,1
3925,172,NRU,2015,99.0,1
3926,172,NRU,2016,99.71288299560548,1
3927,172,NRU,2017,99.87004089355467,1
3928,172,NRU,2018,99.92822265625,1
3929,172,NRU,2019,100.0,1
3930,172,NRU,2020,100.0,1
3931,173,NPL,1996,17.899999618530273,0
3932,173,NPL,1997,18.13286781311035,0
3933,173,NPL,1998,21.732532501220703,0
3934,173,NPL,1999,25.327354431152344,0
3935,173,NPL,2000,29.046266555786133,1
3936,173,NPL,2001,24.600000381469727,0
3937,173,NPL,2002,35.88740921020508,1
3938,173,NPL,2003,39.2989501953125,1
3939,173,NPL,2004,37.20000076293945,1
3940,173,NPL,2005,46.11573028564453,1
3941,173,NPL,2006,51.20000076293945,1
3942,173,NPL,2007,52.94023513793945,1
3943,173,NPL,2008,56.36198043823242,1
